alpha0,YAL038W,YBL021C,YBL025W,YBL072C,YBL087C,YBR055C,YBR123C,YBR181C,YBR188C,YBR189W,YBR191W,YBR193C,YBR215W,YBR236C,YBR253W,YBR279W,YCR012W,YDL030W,YDL044C,YDL061C,YDL075W,YDL082W,YDL083C,YDL136W,YDL191W,YDL194W,YDR064W,YDR073W,YDR088C,YDR240C,YDR243C,YDR308C,YDR341C,YDR342C,YDR343C,YDR345C,YDR397C,YDR450W,YDR471W,YDR473C,YDR500C,YDR536W,YEL056W,YER022W,YER029C,YER032W,YER074W,YER102W,YER112W,YER117W,YER131W,YER159C,YER162C,YER169W,YFL001W,YFL011W,YFR037C,YGL031C,YGL070C,YGL076C,YGL090W,YGL103W,YGL123W,YGL135W,YGL147C,YGL189C,YGL243W,YGL244W,YGL253W,YGR005C,YGR013W,YGR027C,YGR034W,YGR047C,YGR056W,YGR074W,YGR075C,YGR091W,YGR104C,YGR118W,YGR148C,YGR186W,YGR192C,YGR200C,YGR240C,YGR254W,YGR289C,YHL001W,YHL009C,YHL033C,YHR006W,YHR010W,YHR021C,YHR058C,YHR092C,YHR094C,YHR096C,YHR141C,YHR174W,YHR178W,YHR203C,YIL018W,YIL021W,YIL052C,YIL069C,YIL133C,YIL170W,YIR015W,YIR018W,YJL052W,YJL115W,YJL127C,YJL136C,YJL140W,YJL176C,YJL177W,YJL189W,YJL190C,YJL203W,YJL214W,YJL219W,YJR009C,YJR022W,YJR050W,YJR052W,YJR093C,YJR123W,YJR145C,YKL006W,YKL011C,YKL012W,YKL015W,YKL060C,YKL113C,YKL125W,YKL149C,YKL152C,YKR008W,YKR025W,YKR057W,YLL036C,YLR061W,YLR116W,YLR117C,YLR185W,YLR264W,YLR298C,YLR316C,YLR321C,YLR325C,YLR333C,YLR344W,YML026C,YML114C,YMR005W,YMR011W,YMR106C,YMR125W,YMR137C,YMR142C,YMR143W,YMR182C,YMR193W,YMR205C,YMR213W,YMR230W,YMR242C,YMR270C,YMR277W,YNL067W,YNL069C,YNL096C,YNL162W,YNL178W,YNL230C,YNL301C,YNL314W,YOL120C,YOL135C,YOR096W,YOR148C,YOR167C,YOR182C,YOR194C,YOR234C,YOR293W,YOR312C,YOR319W,YOR347C,YOR369C,YPL075W,YPL079W,YPL081W,YPL090C,YPL143W,YPL198W,YPL213W,YPL220W,YPR043W,YPR101W,YPR107C,YPR132W,YPR168W,YPR182W,YPR186C,
0.91897,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.34593,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.88007,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.53079,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.87133,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.86269,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.86909,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.51888,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.88985,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.0219,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.60684,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.76534,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.59733,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.81013,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.7291,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.69185,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.0756,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.7236,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.58872,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.377,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.29944,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.82764,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.72392,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,8,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.0604,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.4732,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,6,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,9,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.1922,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
0.30768,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,2,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.2341,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.1936,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,1,4,3,3,3,3,4,4,5,7,4,4,3,3,7,3,2,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
1.1512,6,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,6,4,4,3,3,3,3,3,3,5,3,4,4,4,4,4,3,5,5,5,4,3,3,4,3,4,7,4,4,4,3,3,4,3,3,4,4,4,4,5,4,3,4,3,4,3,3,3,3,3,4,4,6,4,4,3,3,4,4,4,4,4,4,3,3,4,6,4,2,6,5,3,4,3,4,3,3,4,5,5,5,3,6,4,3,3,4,3,3,3,5,7,4,6,4,4,3,4,4,3,3,3,4,5,5,6,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,4,4,3,4,3,7,4,3,3,4,8,4,3,3,3,3,4,4,5,7,1,4,3,3,7,3,6,4,3,3,4,4,3,3,3,3,3,7,3,4,3,7,3,4,3,3,4,3,3,3,4,5,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,7
